Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
7434.47,385.32,-35.36,31.96,132.59,-34.2656,1.77,12178665
7398.18,387.29,-35.24,32.38,131.86,-34.1562,1.7,12183666
7362.58,389.27,-35.11,32.4,131.97,-34.0625,1.77,12188672
7327.49,391.23,-34.99,32.44,130.13,-33.9609,1.79,12193671
7292.54,393.18,-34.86,32.73,131.14,-33.8594,1.83,12198670
7257.91,395.13,-34.73,32.52,131.35,-33.7578,1.77,12203671
7222.53,397.1,-34.61,32.91,129.93,-33.6562,1.71,12208672
7187.11,399.08,-34.48,33.05,130.23,-33.5469,1.75,12213673
7152.89,401.05,-34.35,33.01,129.53,-33.4453,1.73,12218679
7117.76,403.02,-34.22,33.28,128.14,-33.3437,1.7,12223676
7082.94,405.02,-34.1,33.44,127.66,-33.2344,1.71,12228677
7048.61,407,-33.97,33.28,127.85,-33.1328,1.7,12233680
7014.4,408.97,-33.84,33.41,127.27,-33.0312,1.84,12238680
6979.99,410.96,-33.71,33.54,126.6,-32.9297,1.49,12243679
6945.54,412.95,-33.58,33.92,125.65,-32.8203,1.51,12248686
6911.91,414.93,-33.45,33.8,125,-32.7266,1.59,12253681
6878.58,416.89,-33.33,33.93,124.17,-32.6094,1.63,12258682
6845.2,418.83,-33.2,34.07,124.81,-32.5156,1.99,12263684
6812.29,420.78,-33.07,34.51,123.89,-32.4141,2.03,12268685
6779,422.74,-32.94,34.61,123.89,-32.2891,2.25,12273686
6745.49,424.72,-32.81,34.45,123.17,-32.1953,1.73,12278697
6712.28,426.71,-32.68,34.64,123.26,-32.0859,2.11,12283691
6678.86,428.7,-32.54,34.97,122.54,-31.9687,2.1,12288690
6646.06,430.68,-32.41,34.84,121.48,-31.8672,2.02,12293691
6613.55,432.65,-32.28,34.96,121.39,-31.7578,1.87,12298694
6580.66,434.63,-32.14,35.34,120.69,-31.6484,1.87,12303693
6547.41,436.64,-32.01,35.22,120.26,-31.5391,1.42,12308701
6514.44,438.65,-31.88,35.58,121.04,-31.4375,1.64,12313696
6481.43,440.66,-31.74,35.77,120.09,-31.3203,1.66,12318701
6448.54,442.68,-31.61,35.85,119.83,-31.2109,1.68,12323698
6415.93,444.7,-31.47,35.86,119.58,-31.0859,1.67,12328699
6383.6,446.7,-31.33,36.08,118.48,-30.9922,1.53,12333701
6350.59,448.73,-31.2,36.29,119.07,-30.875,1.51,12338708
6317.38,450.79,-31.06,36.46,118.82,-30.7734,1.57,12343703
6284.93,452.83,-30.92,36.6,118.73,-30.6562,2.18,12348706
6252.75,454.87,-30.79,36.51,117.32,-30.5547,2.2,12353708
6220.38,456.9,-30.65,36.8,117.57,-30.4375,1.77,12358709
6187.8,458.94,-30.51,37,116.51,-30.3203,2.63,12363708
6154.87,461.03,-30.38,36.78,115.15,-30.2109,2.44,12368715
6121.28,463.14,-30.24,37.22,116.11,-30.1172,2.18,12373712
6087.5,465.28,-30.11,37.32,115.79,-30.0078,1.79,12378714
6054.16,467.44,-29.97,37.33,115.71,-29.8984,2.88,12383715
6020.63,469.59,-29.83,37.29,114.21,-29.7969,2.02,12388714
5987.85,471.73,-29.7,37.72,113.21,-29.6719,2.31,12393717
5955.33,473.85,-29.56,37.71,113.67,-29.5703,2.06,12398723
5922.94,475.95,-29.42,37.9,112.76,-29.4766,1.7,12403722
5890.04,478.09,-29.29,38.06,112.23,-29.3594,1.91,12408721
5857.27,480.23,-29.16,38.08,112.23,-29.2578,1.86,12413722
5824.77,482.37,-29.02,38.17,112.46,-29.1484,1.8,12418723
5792.23,484.52,-28.89,38.1,111.56,-29.0391,2.74,12423725
5759.21,486.7,-28.76,38.21,110.9,-28.9141,2.65,12428730
5727.06,488.85,-28.62,38.52,110.83,-28.8203,2.51,12433727
5695.02,491,-28.49,38.79,110.25,-28.7187,2.42,12438728
5663.68,493.11,-28.35,38.66,110.39,-28.6172,2.33,12443731
5632.17,495.22,-28.22,38.96,109.31,-28.5,2.26,12448731
5601.05,497.34,-28.08,38.79,109.31,-28.3906,2.18,12453732
5570.19,499.43,-27.95,38.97,108.12,-28.2891,2.09,12458737
5538.99,501.54,-27.82,39.06,107.91,-28.1953,2.02,12463734
5507.46,503.67,-27.69,39.27,108.12,-28.0859,1.95,12468736
5476.32,505.8,-27.55,39.19,107.43,-27.9922,1.89,12473737
5445.3,507.94,-27.42,39.27,106.95,-27.8828,1.83,12478738
5414.24,510.08,-27.3,39.63,106.61,-27.7891,1.77,12483739
5383.13,512.22,-27.17,39.53,108.47,-27.6953,1.73,12488749
5351.55,514.4,-27.04,39.72,105.87,-27.6016,1.69,12493742
5319.94,516.59,-26.92,39.92,107.22,-27.4922,1.66,12498743
5288.73,518.78,-26.79,39.74,107.5,-27.4062,0.83,12503744
5257.48,520.97,-26.67,39.96,106.21,-27.3125,1.13,12508745
5225.91,523.17,-26.55,40.08,106.27,-27.2187,0.68,12513746
5194.02,525.41,-26.43,40.18,104.68,-27.1172,0.83,12518752
5162.94,527.64,-26.32,40.03,104.1,-27.0391,1.3,12523749
5131.69,529.84,-26.2,40.13,104.04,-26.9297,0.88,12528752
5100.55,532.06,-26.08,40.44,103.91,-26.8359,1.19,12533749
5069.37,534.29,-25.96,40.55,103.21,-26.7344,1.34,12538753
5038.57,536.51,-25.84,40.3,103.08,-26.6562,1.61,12543752
5007.46,538.73,-25.72,40.37,103.21,-26.5391,1.39,12548759
4976.87,540.97,-25.61,40.59,103.59,-26.4766,1.41,12553756
4946.11,543.18,-25.49,40.68,102.83,-26.3828,1.5,12558757
4915.45,545.4,-25.37,40.6,102.95,-26.2891,1.52,12563759
4884.88,547.64,-25.26,40.63,102.64,-26.2031,1.64,12568760
4854.29,549.87,-25.14,40.81,101.59,-26.1172,1.44,12573761
4823.11,552.14,-25.03,41.05,102.2,-26.0156,1.48,12578766
4792.04,554.44,-24.91,40.81,101.4,-25.9453,1.23,12583763
4761.2,556.71,-24.79,41.1,101.1,-25.8359,1.42,12588765
4730.74,558.99,-24.68,40.9,100.85,-25.7734,1.36,12593766
4699.7,561.27,-24.57,40.98,100.13,-25.6484,1.38,12598767
4668.64,563.59,-24.45,41.25,100.13,-25.5703,1.41,12603768
4638.21,565.89,-24.34,41.06,100.07,-25.4766,1.48,12608774
4607.62,568.17,-24.23,41.14,99.19,-25.3984,1.48,12613773
4576.99,570.48,-24.12,41.36,99.01,-25.3125,1.59,12618772
4546.72,572.78,-24.02,41.35,98.95,-25.2344,1.51,12623773
4516.56,575.07,-23.91,41.33,98.38,-25.1562,1.52,12628774
4486.36,577.37,-23.8,41.43,99.13,-25.0625,1.58,12633776
4456.51,579.66,-23.7,41.32,98.15,-24.9766,1.57,12638781
4426.77,581.92,-23.59,41.47,97.63,-24.8984,1.56,12643778
4396.86,584.23,-23.48,41.65,97.18,-24.8047,1.57,12648779
4366.91,586.54,-23.38,41.44,97.01,-24.7187,2.15,12653783
4336.93,588.84,-23.27,41.46,96.4,-24.6406,2.26,12658782
4306.91,591.17,-23.17,41.7,95.8,-24.5703,2.01,12663783
4276.48,593.53,-23.07,41.62,96.46,-24.4844,2.02,12668788
4245.89,595.91,-22.97,41.8,95.91,-24.3906,1.92,12673785
4215.27,598.31,-22.87,41.6,95.2,-24.3047,1.87,12678787
4184.63,600.72,-22.77,41.76,95.42,-24.2344,1.56,12683788
4153.7,603.14,-22.67,41.85,94.82,-24.1484,1.66,12688789
4122.75,605.59,-22.57,41.89,94.77,-24.0703,1.68,12693790
4092.03,608.03,-22.47,41.97,94.77,-23.9766,1.82,12698802
4061.65,610.45,-22.36,41.82,94.19,-23.8984,1.65,12703793
4031.38,612.87,-22.26,42.13,93.82,-23.8125,1.88,12708794
4000.95,615.31,-22.16,41.92,93.61,-23.7344,1.86,12713795
3970.86,617.73,-22.06,42.2,93.9,-23.6328,1.74,12718796
3941.12,620.15,-21.95,41.97,94.75,-23.5469,1.66,12723798
3911.1,622.55,-21.85,42.03,94.43,-23.4844,1.59,12728805
3880.56,625.01,-21.75,42.02,94.53,-23.375,1.03,12733800
3850.12,627.5,-21.64,42.31,93.9,-23.2969,1.59,12738801
3819.54,629.99,-21.54,42.1,93.69,-23.2187,1.73,12743802
3789.17,632.48,-21.44,42.4,93.9,-23.1172,2.04,12748804
3759.02,634.96,-21.33,42.35,93.48,-23.0391,2.05,12753805
3728.96,637.46,-21.23,42.4,92.86,-22.9687,1.35,12758810
3698.76,639.95,-21.13,42.26,93.17,-22.8828,1.86,12763807
3668.65,642.44,-21.02,42.42,92.66,-22.7891,1.81,12768808
3638.4,644.95,-20.92,42.32,93.07,-22.6953,1.88,12773810
3608.24,647.47,-20.81,42.41,91.95,-22.625,1.24,12778811
3578.3,649.98,-20.71,42.49,92.25,-22.5703,1.24,12783814
3547.86,652.52,-20.6,42.68,91.65,-22.4687,1.24,12788817
3517.87,655.07,-20.5,42.49,91.65,-22.4062,1.33,12793815
3488.44,657.58,-20.4,42.53,91.75,-22.3359,1.33,12798816
3458.98,660.07,-20.3,42.84,91.25,-22.2734,1.34,12803817
3429.74,662.56,-20.2,42.59,90.85,-22.1797,1.59,12808818
3400.11,665.08,-20.1,42.67,90.27,-22.1094,1.42,12813819
3370.81,667.6,-20,42.9,90.27,-22.0078,1.42,12818825
3342.06,670.08,-19.9,42.93,90.27,-21.9453,1.9,12823822
3313.75,672.53,-19.79,42.7,89.98,-21.8281,1.95,12828823
3285.51,674.98,-19.69,42.73,89.31,-21.7578,1.79,12833824
3257.83,677.4,-19.59,42.85,89.12,-21.6719,1.79,12838825
3230.33,679.78,-19.49,42.82,89.31,-21.6172,1.66,12843827
3202.91,682.17,-19.39,42.85,88.74,-21.5469,1.57,12848832
3175.8,684.56,-19.3,43.11,88.93,-21.4687,1.57,12853829
3148.88,686.92,-19.2,43,88.28,-21.3672,1.63,12858830
3121.7,689.29,-19.1,43.18,88.46,-21.2891,1.45,12863832
3094.36,691.7,-19.01,43.04,88.28,-21.2344,1.33,12868835
3067.21,694.11,-18.91,43.11,88.09,-21.1406,1.3,12873834
3040.14,696.51,-18.81,43,87.45,-21.0781,1.48,12878839
3013.14,698.9,-18.72,43.02,87.54,-21,1.49,12883836
2986.11,701.31,-18.62,43.06,86.82,-20.8906,1.52,12888838
2959.15,703.71,-18.52,43.36,87,-20.8359,1.45,12893839
2932.6,706.11,-18.42,43.29,86.82,-20.7422,1.37,12898840
2905.68,708.52,-18.32,43.38,86.37,-20.6562,1.46,12903841
2878.83,710.94,-18.22,43.17,86.02,-20.5937,1.37,12908847
2851.95,713.36,-18.12,43.45,86.02,-20.4922,1.42,12913844
2825.25,715.78,-18.02,43.46,85.5,-20.4219,1.4,12918845
2798.62,718.21,-17.92,43.31,85.5,-20.3047,1.52,12923846
2772.17,720.62,-17.81,43.27,85.15,-20.25,1.43,12928847
2745.58,723.03,-17.71,43.38,84.98,-20.1406,1.3,12933849
2719.17,725.47,-17.61,43.52,84.89,-20.0703,1.32,12938854
2692.83,727.88,-17.51,43.53,84.63,-19.9922,1.34,12943851
2666.23,730.33,-17.41,43.36,84.63,-19.9062,1.37,12948852
2639.49,732.78,-17.32,43.35,84.55,-19.8359,1.3,12953856
2613.15,735.25,-17.22,43.36,84.29,-19.7422,1.32,12958855
2586.34,737.71,-17.12,43.35,83.96,-19.6641,1.32,12963856
2559.71,740.2,-17.02,43.53,83.87,-19.5703,1.42,12968861
2533.05,742.68,-16.92,43.53,83.71,-19.4844,1.3,12973858
2506.35,745.17,-16.83,43.45,83.37,-19.4062,1.2,12978860
2479.61,747.67,-16.73,43.34,83.13,-19.3203,1.33,12983861
2452.64,750.2,-16.64,43.52,82.96,-19.2187,1.29,12988862
2426.15,752.72,-16.54,43.35,82.72,-19.1172,1.28,12993863
2399.53,755.23,-16.44,43.43,82.39,-19.0703,1.29,12998873
2372.88,757.76,-16.34,43.5,82.64,-19.0078,1.13,13003866
2345.77,760.32,-16.25,43.38,82.8,-18.9141,1.18,13008867
2318.53,762.91,-16.15,43.29,81.91,-18.8203,1.19,13013868
2291.25,765.51,-16.05,43.45,83.13,-18.7812,1.2,13018869
2263.95,768.13,-15.96,43.26,81.91,-18.6875,1.21,13023870
2236.62,770.75,-15.86,43.43,81.83,-18.5781,1.37,13028876
2209.16,773.4,-15.76,43.45,83.05,-18.5312,1.24,13033873
2181.77,776.04,-15.66,43.23,81.91,-18.4844,1.26,13038876
2154.77,778.68,-15.57,43.37,82.15,-18.4141,1.37,13043875
2127.54,781.31,-15.48,43.1,81.44,-18.2969,1.28,13048877
2100.78,783.93,-15.38,43.12,81.67,-18.2266,1.28,13053878
2074,786.56,-15.29,43.12,81.28,-18.1406,1.31,13058883
2047.29,789.18,-15.19,43.16,81.12,-18.0547,1.57,13063880
2020.55,791.8,-15.1,43.13,80.97,-17.9531,2.21,13068881
1993.58,794.45,-15,42.91,80.81,-17.9219,1.79,13073883
1966.98,797.09,-14.91,42.86,80.89,-17.8672,1.11,13078884
1940.66,799.72,-14.82,42.84,80.5,-17.7812,0.83,13083887
1914.5,802.32,-14.73,42.96,80.5,-17.7031,0.84,13088890
1888.22,804.93,-14.64,42.85,80.12,-17.6328,0.86,13093888
1862.1,807.54,-14.56,42.63,80.04,-17.5859,1.03,13098889
1835.15,810.21,-14.47,42.64,79.81,-17.5078,1.12,13103890
1807.39,812.96,-14.39,42.45,79.66,-17.4609,1.17,13108891
1779.7,815.75,-14.32,42.44,79.74,-17.375,1.26,13113892
1751.98,818.54,-14.24,42.34,79.21,-17.3047,1.28,13118898
1724.54,821.33,-14.17,42.38,79.06,-17.25,1.26,13123897
1697.28,824.1,-14.1,42.36,78.99,-17.1953,1.26,13128896
1670.08,826.87,-14.03,42.17,79.44,-17.1562,1.24,13133897
1643.35,829.62,-13.96,42.18,79.14,-17.0859,1.24,13138898
1617.09,832.34,-13.89,42.04,79.36,-17.0234,1.22,13143900
1591.28,835,-13.82,42.06,79.06,-16.9531,1.22,13148905
1565.54,837.65,-13.75,42.04,78.69,-16.8984,1.22,13153902
1539.67,840.31,-13.68,42,78.77,-16.8516,1.22,13158903
1513.96,842.97,-13.62,41.82,78.4,-16.7969,1.21,13163905
1488.22,845.65,-13.56,41.87,78.47,-16.7422,1.21,13168908
1462.45,848.3,-13.49,41.79,78.54,-16.7031,1.2,13173907
1436.55,850.99,-13.44,41.82,78.62,-16.6641,1.21,13178912
1410.63,853.71,-13.38,41.68,78.11,-16.6094,1.19,13183909
1384.68,856.43,-13.31,41.72,78.25,-16.5391,1.19,13188911
1358.89,859.14,-13.25,41.66,78.04,-16.4922,1.19,13193912
1333.25,861.84,-13.19,41.59,78.11,-16.4531,1.19,13198913
1307.97,864.52,-13.13,41.52,78.54,-16.375,1.17,13203914
1282.94,867.18,-13.08,41.52,78.04,-16.3437,1.17,13208924
1258.16,869.82,-13.02,41.55,77.46,-16.2578,1.17,13213917
1233.07,872.48,-12.97,41.43,77.67,-16.2344,1.17,13218918
1207.66,875.16,-12.91,41.48,77.67,-16.1484,1.16,13223919
1182.22,877.88,-12.86,41.36,77.96,-16.1328,1.17,13228920
1156.85,880.61,-12.8,41.36,77.6,-16.0859,1.13,13233922
1131.44,883.34,-12.74,41.34,77.25,-16.0391,1.13,13238927
1106.1,886.06,-12.69,41.25,77.6,-16,1.13,13243924
1080.73,888.78,-12.63,41.32,77.53,-15.9531,1.14,13248925
1055.05,891.55,-12.57,41.17,77.75,-15.8906,1.14,13253928
1029.35,894.34,-12.51,41.18,77.1,-15.8516,1.14,13258928
1003.62,897.13,-12.45,41.26,77.18,-15.7891,1.14,13263929
977.87,899.95,-12.4,41.09,77.1,-15.7344,1.13,13268934
952.17,902.76,-12.34,41.18,76.89,-15.6797,1.13,13273931
925.82,905.61,-12.27,41.04,76.96,-15.625,1.13,13278932
899.71,908.48,-12.21,41.03,76.68,-15.5937,1.13,13283934
873.58,911.36,-12.16,41.11,77.03,-15.5156,1.17,13288935
847.61,914.24,-12.1,41.14,76.47,-15.4453,1.15,13293936
821.7,917.11,-12.04,40.99,76.2,-15.3906,1.13,13298941
795.77,919.98,-11.99,41.01,76.47,-15.3594,1.13,13303939
769.99,922.86,-11.93,41.08,76.2,-15.2812,1.12,13308940
744.01,925.74,-11.86,40.99,76.33,-15.2422,1.1,13313941
717.47,928.68,-11.8,41.02,76.06,-15.1719,1.08,13318942
690.91,931.66,-11.74,41.03,76.13,-15.1172,1.09,13323943
664.07,934.66,-11.68,40.99,75.38,-15.0391,1.09,13328949
637.11,937.69,-11.61,41.04,75.65,-14.9922,1.08,13333946
610.58,940.72,-11.56,41,75.44,-14.9453,1.08,13338949
584.3,943.7,-11.49,41.06,75.71,-14.875,1.12,13343948
558.17,946.67,-11.43,41.07,75.44,-14.7891,1.06,13348950
532.46,949.62,-11.37,41.05,75.24,-14.7109,1.1,13353951
506.98,952.54,-11.3,41,75.24,-14.6484,1.09,13358956
481.57,955.45,-11.24,41.1,74.84,-14.6094,1.11,13363953
456.74,958.33,-11.18,40.99,75.11,-14.5781,1.08,13368954
431.71,961.2,-11.11,41.12,75.11,-14.5,1.08,13373956
407.35,964.04,-11.05,41.04,74.77,-14.4297,1.08,13378957
382.96,966.85,-10.98,41.01,74.57,-14.3594,1.07,13383960
359.84,969.58,-10.92,41.14,74.57,-14.3203,1.06,13388963
336.93,972.26,-10.85,41.12,74.31,-14.2266,1.1,13393960
313.05,974.98,-10.78,41.06,74.18,-14.1328,1.08,13398962
288.88,977.8,-10.72,41.14,74.24,-14.1172,1.06,13403963
263.92,980.67,-10.65,41.14,74.05,-14.0078,1.05,13408964
238.84,983.59,-10.59,41.21,74.05,-13.9766,1.05,13413965
212.72,986.61,-10.53,41.06,73.66,-13.9062,1.06,13418971
185.82,989.73,-10.46,41.13,73.66,-13.8516,0.97,13423968
158.98,992.92,-10.39,41.15,73.59,-13.7656,1.06,13428969
134.33,995.94,-10.32,41.11,73.59,-13.7344,1.15,13433970
110.48,998.82,-10.26,41.21,73.4,-13.6875,1.08,13438971
89.3,1001.46,-10.19,41.17,73.53,-13.6172,1.02,13443973
75.71,1003.49,-10.13,40.96,73.4,-13.5547,2.83,13448980
68.16,1004.7,-10.07,40.95,73.27,-13.4687,2.46,13453975
63.89,1005.38,-10.01,40.96,73.4,-13.3828,2.2,13458976
61.46,1005.77,-9.95,40.93,73.46,-13.2812,1.97,13463977
60.04,1005.98,-9.89,40.87,73.4,-13.1719,1.76,13468983
59.28,1006.11,-9.84,40.82,73.21,-13.0703,1.59,13473980
58.78,1006.18,-9.79,40.76,73.08,-12.9609,1.44,13478985
58.53,1006.23,-9.74,40.7,73.53,-12.8672,1.33,13483982
58.53,1006.24,-9.7,40.63,73.53,-12.7656,1.23,13488984
58.44,1006.24,-9.65,40.54,73.34,-12.6641,1.16,13493985
58.36,1006.26,-9.61,40.46,73.72,-12.5625,1.12,13498986
58.36,1006.25,-9.56,40.38,72.95,-12.4766,1.08,13503987
58.36,1006.26,-9.52,40.28,73.4,-12.3828,1.05,13508993
58.28,1006.26,-9.48,40.2,73.15,-12.2891,1.04,13513992
58.28,1006.26,-9.44,40.09,73.53,-12.1953,1.03,13518991
58.19,1006.27,-9.39,40.01,73.08,-12.1016,1.01,13523992
58.28,1006.27,-9.35,39.92,73.27,-12.0156,1,13528993
58.28,1006.27,-9.32,39.83,72.95,-11.9141,0.99,13533995
58.28,1006.26,-9.28,39.73,73.02,-11.8281,0.99,13539000
58.36,1006.26,-9.24,39.66,73.02,-11.7344,0.99,13543997
58.36,1006.25,-9.2,39.56,72.45,-11.6484,0.99,13548998
58.44,1006.25,-9.17,39.47,72.77,-11.5625,0.99,13553999
58.44,1006.25,-9.13,39.39,72.33,-11.4687,0.97,13559003
58.36,1006.25,-9.09,39.31,72.64,-11.3828,0.97,13564002
58.44,1006.25,-9.06,39.25,72.51,-11.2969,0.97,13569007
58.36,1006.25,-9.02,39.18,72.7,-11.2187,0.97,13574004
58.36,1006.26,-8.99,39.12,72.45,-11.125,0.97,13579005
58.36,1006.25,-8.95,39.05,72.39,-11.0391,0.96,13584007
58.28,1006.26,-8.91,39,72.39,-10.9687,0.95,13589008
58.28,1006.27,-8.88,38.94,72.64,-10.8906,0.97,13594009
58.28,1006.26,-8.84,38.89,72.14,-10.8047,0.97,13599014
58.19,1006.27,-8.81,38.84,71.89,-10.7187,0.95,13604014
58.19,1006.27,-8.77,38.79,72.08,-10.6406,0.95,13609013
58.19,1006.28,-8.74,38.76,71.77,-10.5703,0.96,13614014
58.28,1006.27,-8.7,38.72,71.89,-10.4922,0.96,13619015
58.28,1006.27,-8.67,38.68,72.02,-10.4219,0.95,13624016
58.19,1006.27,-8.63,38.66,71.41,-10.3359,0.95,13629022
58.19,1006.28,-8.6,38.64,71.71,-10.2656,0.95,13634019
58.11,1006.28,-8.56,38.59,71.34,-10.1953,0.95,13639020
58.03,1006.29,-8.53,38.56,71.22,-10.125,0.94,13644021
58.03,1006.3,-8.49,38.54,70.98,-10.0547,0.93,13649022
58.03,1006.29,-8.46,38.52,70.98,-9.9844,0.95,13654022
58.19,1006.29,-8.42,38.51,71.22,-9.9141,0.95,13659029
58.19,1006.28,-8.39,38.49,70.75,-9.8516,0.95,13664024
58.28,1006.27,-8.35,38.48,70.8,-9.7734,0.93,13669025
58.28,1006.27,-8.32,38.47,70.45,-9.7109,0.93,13674027
58.36,1006.26,-8.28,38.45,70.68,-9.6484,0.94,13679028
58.36,1006.27,-8.25,38.45,70.39,-9.5859,0.93,13684029
58.28,1006.26,-8.21,38.43,70.33,-9.5078,0.93,13689036
58.36,1006.26,-8.18,38.43,70.39,-9.4453,0.93,13694031
58.36,1006.26,-8.14,38.43,69.98,-9.3828,0.94,13699033
58.36,1006.26,-8.11,38.43,69.75,-9.3281,0.92,13704034
58.36,1006.26,-8.07,38.43,69.92,-9.2578,0.92,13709035
58.28,1006.27,-8.04,38.42,69.75,-9.2031,0.93,13714036
58.28,1006.27,-8,38.43,69.75,-9.1406,0.92,13719044
58.36,1006.27,-7.96,38.43,69.57,-9.0859,0.92,13724039
58.36,1006.27,-7.93,38.43,69.34,-9.0234,0.92,13729040
58.28,1006.27,-7.89,38.43,69.69,-8.9687,0.92,13734041
58.28,1006.27,-7.86,38.42,69.12,-8.9141,0.91,13739042
58.36,1006.26,-7.82,38.44,69.4,-8.8516,0.92,13744044
58.44,1006.26,-7.79,38.45,69,-8.7891,0.92,13749051
58.44,1006.25,-7.76,38.45,69.06,-8.7422,0.9,13754046
58.44,1006.24,-7.72,38.47,69,-8.6875,0.9,13759047
58.36,1006.25,-7.69,38.46,68.83,-8.6328,0.9,13764048
58.36,1006.25,-7.65,38.48,68.44,-8.5859,0.91,13769050
58.36,1006.25,-7.62,38.48,68.55,-8.5312,0.9,13774051
58.36,1006.25,-7.59,38.48,68.38,-8.4766,0.9,13779058
58.36,1006.26,-7.55,38.51,68.33,-8.4297,0.88,13784053
58.28,1006.26,-7.52,38.52,68.16,-8.375,0.89,13789054
58.28,1006.25,-7.49,38.52,68.27,-8.3281,0.89,13794056
58.28,1006.25,-7.45,38.54,68,-8.2812,0.89,13799057
58.36,1006.26,-7.42,38.54,67.89,-8.2344,0.89,13804058
58.36,1006.25,-7.39,38.57,67.56,-8.1875,0.89,13809065
58.36,1006.25,-7.36,38.57,67.72,-8.1406,0.89,13814061
58.44,1006.25,-7.32,38.6,67.34,-8.0937,0.89,13819062
58.44,1006.24,-7.29,38.62,67.4,-8.0391,0.89,13824063
58.44,1006.24,-7.26,38.63,67.08,-8,0.89,13829064
58.44,1006.25,-7.22,38.65,67.02,-7.9531,0.89,13834065
58.53,1006.24,-7.19,38.66,66.97,-7.9063,0.88,13839073
58.44,1006.24,-7.16,38.69,66.91,-7.8594,0.88,13844068
58.53,1006.24,-7.13,38.69,66.91,-7.8203,0.86,13849069
58.53,1006.23,-7.1,38.71,66.97,-7.7734,0.87,13854070
58.53,1006.23,-7.07,38.73,66.86,-7.7422,0.85,13859072
58.61,1006.23,-7.04,38.73,66.65,-7.6953,0.87,13864073
58.44,1006.23,-7.01,38.74,66.54,-7.6484,0.88,13869080
58.53,1006.24,-6.98,38.78,66.39,-7.6094,0.88,13874075
58.53,1006.23,-6.95,38.79,66.33,-7.5703,0.87,13879076
58.61,1006.23,-6.92,38.81,66.07,-7.5313,0.87,13884078
58.61,1006.23,-6.89,38.83,65.97,-7.4922,0.88,13889079
58.61,1006.23,-6.86,38.85,65.87,-7.4531,0.88,13894080
58.61,1006.22,-6.83,38.86,66.18,-7.4219,0.88,13899087
58.61,1006.23,-6.8,38.9,65.76,-7.3828,0.86,13904082
58.61,1006.23,-6.77,38.92,65.61,-7.3359,0.86,13909084
58.7,1006.23,-6.74,38.95,65.46,-7.2969,0.85,13914089
58.7,1006.21,-6.72,38.96,65.3,-7.2656,0.84,13919086
58.78,1006.22,-6.69,38.99,65.46,-7.2266,0.85,13924087
58.78,1006.21,-6.66,39.02,65.61,-7.1953,0.86,13929095
58.7,1006.21,-6.63,39.06,65.15,-7.1563,0.86,13934090
58.7,1006.22,-6.6,39.09,65.2,-7.125,0.84,13939091
58.7,1006.22,-6.57,39.13,64.9,-7.0859,0.84,13944092
58.7,1006.22,-6.54,39.16,64.8,-7.0469,0.84,13949093
58.86,1006.21,-6.52,39.2,65.05,-7.0156,0.84,13954095
58.95,1006.21,-6.49,39.23,65,-6.9844,0.84,13959106
58.86,1006.2,-6.46,39.26,64.65,-6.9531,0.83,13964097
58.95,1006.2,-6.43,39.3,64.35,-6.9141,0.83,13969098
59.03,1006.18,-6.41,39.34,64.35,-6.875,0.84,13974099
59.03,1006.17,-6.38,39.38,64.26,-6.8438,0.84,13979101
59.03,1006.17,-6.35,39.42,64.16,-6.8125,0.84,13984102
59.03,1006.17,-6.32,39.45,64.21,-6.7813,0.83,13989109
58.95,1006.18,-6.29,39.5,64.06,-6.7422,0.83,13994104
58.95,1006.19,-6.26,39.55,63.96,-6.7109,0.82,13999106
58.86,1006.19,-6.24,39.59,63.87,-6.6719,0.83,14004111
58.86,1006.2,-6.21,39.61,63.72,-6.6484,0.83,14009108
58.95,1006.2,-6.18,39.67,64.01,-6.6172,0.83,14014109
58.95,1006.18,-6.15,39.72,63.91,-6.5781,0.82,14019117
59.03,1006.18,-6.12,39.75,63.58,-6.5391,0.81,14024112
59.12,1006.17,-6.09,39.8,63.38,-6.5,0.81,14029113
59.28,1006.16,-6.07,39.85,63.15,-6.4766,0.82,14034114
59.28,1006.14,-6.04,39.88,63.05,-6.4375,0.82,14039115
59.37,1006.13,-6.01,39.93,62.96,-6.4063,0.82,14044116
59.28,1006.14,-5.98,39.97,63.87,-6.3828,0.82,14049138
59.28,1006.14,-5.95,40.03,62.86,-6.3438,0.81,14054119
59.28,1006.14,-5.93,40.07,62.4,-6.3125,0.81,14059120
59.28,1006.15,-5.9,40.11,62.49,-6.2813,0.81,14064123
59.37,1006.14,-5.87,40.15,63.87,-6.25,0.8,14069123
59.28,1006.14,-5.84,40.19,63.48,-6.2188,0.8,14074124
59.37,1006.14,-5.82,40.24,62.03,-6.1875,0.81,14079131
59.28,1006.14,-5.79,40.28,63.53,-6.1484,0.81,14084126
59.2,1006.14,-5.76,40.33,63.19,-6.125,0.8,14089127
59.2,1006.15,-5.73,40.37,63.1,-6.0859,0.79,14094133
59.2,1006.15,-5.71,40.42,63.15,-6.0625,0.8,14099130
59.12,1006.16,-5.68,40.46,63.05,-6.0313,0.81,14104131
59.03,1006.17,-5.65,40.51,61.48,-6,0.79,14109138
59.03,1006.17,-5.63,40.55,61.62,-5.9609,0.79,14114134
59.12,1006.17,-5.6,40.6,62.96,-5.9375,0.79,14119135
